Author	Title	Tags	Directory
Maureen F. McHugh	Nekropolis	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Eos	science-fiction
Maureen F. McHugh	The Lincoln Train	1995, Hugo-Award-for-Best-Short-Story, science fiction, science-fiction, Fantasy, short-story, Short-Story, Science Fiction	science-fiction
Kevin J. Anderson	Assemblers of Infinity	Nebula-Award-for-Best-Novel-Finalist, Analog Science Fiction and Fact, Novel, science-fiction	science-fiction
Algis Budrys	Hard Landing	Nebula-Award-for-Best-Novel-Finalist, Novel, Science Fiction, Fantasy, science-fiction	science-fiction
Algis Budrys	Rogue Moon	1960, novel, science fiction	science-fiction
Nancy Kress	Beggars in Spain	1991, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Morrow AvoNova, Novel, science fiction, short-story, science-fiction	science-fiction
Nancy Kress	Beggars and Choosers	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Nancy Kress	Probability Sun	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Nancy Kress	Steal Across the Sky	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Nancy Kress	Probability Space	science-fiction, Novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Nancy Kress	Out of All Them Bright Stars	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Nancy Kress	The Flowers of Aulit Prison	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Jonathan Lethem	Gun, with Occasional Music	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Harcourt Brace, Novel	science-fiction
Rachel Pollack	Temporary Agency	St. Martin's Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Rachel Pollack	Godmother Night	St. Martin's Press, World-Fantasy-Award, Novel, Fantasy	fantasy
Paul Park	Celestis	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Paul Park	A Princess of Roumania	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Walter Jon Williams	Metropolitan	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, HarperPrism	science-fiction
Walter Jon Williams	City on Fire	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, HarperPrism	science-fiction
Nina Kiriki Hoffman	The Silent Strength of Stones	Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, AvoNova, science-fiction	science-fiction
Nina Kiriki Hoffman	A Red Heart of Memories	Ace Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Nina Kiriki Hoffman	Trophy Wives	Nebula-Award-for-Best-Short-Story, Short-Story, science-fiction, Fellowship Fantastic (DAW Books)	science-fiction
Patricia A. McKillip	Winter Rose	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Patricia A. McKillip	The Tower at Stony Wood	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Patricia A. McKillip	Harpist in the Wind	Locus-Award-For-Best-Fantasy-Novel, Atheneum Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Patricia A. McKillip	Od Magic	Ace Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Patricia A. McKillip	Ombria in Shadow	World-Fantasy-Award, Ace Books, Novel, Fantasy	fantasy
Patricia A. McKillip	The Forgotten Beasts of Eld	Atheneum Books, World-Fantasy-Award, Novel, Fantasy	fantasy
Kate Elliott	King's Dragon	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, DAW Books	science-fiction
George R. R. Martin	A Game of Thrones	BBC-100-Most-Inspiring-Novels, Locus-Award-For-Best-Fantasy-Novel, American, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel, World-Fantasy-Award-finalist, Fantasy, Life-Death-Other-Worlds, HarperCollins Voyager, science-fiction	science-fiction
George R. R. Martin	A Clash of Kings	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel, Fiction, science-fiction	science-fiction
George R. R. Martin	A Storm of Swords	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel, Fiction, science-fiction	science-fiction
George R. R. Martin	A Dance with Dragons	Locus-Award-For-Best-Fantasy-Novel, Novel, World-Fantasy-Award-finalist, Fantasy, Fiction, Tor Books	fantasy
George R. R. Martin	Fevre Dream	Poseidon Press, World-Fantasy-Award-finalist, Fantasy	fantasy
George R. R. Martin	The Armageddon Rag	Poseidon Press, World-Fantasy-Award-finalist, Fantasy	fantasy
George R. R. Martin	The Way of Cross and Dragon	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, short-story, 1979, Omni, science fiction	science-fiction
George R. R. Martin	A Song for Lya	short-story, science fiction, 1974	science-fiction
Harry Turtledove	How Few Remain	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Del Rey Books	science-fiction
Ken MacLeod	The Cassini Division	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Ken MacLeod	Dark Light	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Ken MacLeod	Newton's Wake	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Ken MacLeod	Learning the World	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Ken MacLeod	The Execution Channel	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Ken MacLeod	Intrusion	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction, Orbit Books	science-fiction
Sean Stewart	Mockingbird	Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, Ace Books, science-fiction	science-fiction
Sean Stewart	Perfect Circle	Nebula-Award-for-Best-Novel-Finalist, Small Beer Press, Novel, World-Fantasy-Award-finalist, Fantasy, science-fiction	science-fiction
Sean Stewart	Galveston	World-Fantasy-Award, Ace Books, Novel, Fantasy	fantasy
Kathleen Ann Goonan	Crescent City Rhapsody	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Avon Eos, Novel	science-fiction
Kathleen Ann Goonan	Light Music	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Eos	science-fiction
Kathleen Ann Goonan	This Shared Dream	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Kathleen Ann Goonan	In War Times	science-fiction, Novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Nalo Hopkinson	Midnight Robber	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Warner Aspect	science-fiction
Nalo Hopkinson	The Salt Roads	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Warner	science-fiction
Nalo Hopkinson	The New Moon's Arms	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Novel, Warner, science-fiction	science-fiction
Nalo Hopkinson	Broad Dutty Water: A Sunken Story	Science Fiction, The Magazine of Fantasy, Short-Story, Theodore Sturgeon Award, science-fiction	science-fiction
Charles de Lint	Forests of the Heart	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Charles de Lint	Someplace to Be Flying	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Charles de Lint	The Little Country	William Morrow and Company, World-Fantasy-Award-finalist, Fantasy	fantasy
Charles de Lint	The Onion Girl	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Charles de Lint	Trader	World-Fantasy-Award-finalist, Tor Books, Fantasy	fantasy
Jeffrey Carver	Eternity's End	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Geoffrey A. Landis	Mars Crossing	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Geoffrey A. Landis	Ripples in the Dirac Sea	Nebula-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Geoffrey A. Landis	The Sultan of the Clouds	Theodore Sturgeon Award, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Geoffrey A. Landis	A Walk in the Sun	Hugo-Award-for-Best-Short-Story, science-fiction, Short-Story, Asimov's Science Fiction	science-fiction
Geoffrey A. Landis	Falling onto Mars	Hugo-Award-for-Best-Short-Story, Analog Science Fiction and Fact, science-fiction, Short-Story	science-fiction
Wil McCarthy	The Collapsium	Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction, Del Rey Books	science-fiction
Wil McCarthy	To Crush the Moon	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel	science-fiction
Kelley Eskridge	Solitaire	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Eos	science-fiction
Robert A. Metzger	Picoverse	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Ace Books, Novel	science-fiction
Carol Emshwiller	The Mount	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Small Beer Press, Novel	science-fiction
Carol Emshwiller	Creature	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Carol Emshwiller	I Live With You	Science Fiction, The Magazine of Fantasy, Short-Story, Nebula-Award-for-Best-Short-Story, science-fiction	science-fiction
Cory Doctorow	Down and Out in the Magic Kingdom	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Cory Doctorow	Little Brother	Nebula-Award-for-Best-Novel-Finalist, 2008, Novel, science fiction, novel, Tor Books, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel, science-fiction	science-fiction
Cory Doctorow	Makers	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Cory Doctorow	The Man Who Sold the Moon	Theodore Sturgeon Award, science-fiction, Hieroglyph: Stories and Visions for a Better Future (William Morrow), Short-Story	science-fiction
David Mitchell	Cloud Atlas	Nebula-Award-for-Best-Novel-Finalist, Novel, science fiction, novel, Random House, 2004, science-fiction	science-fiction
David Mitchell	The Bone Clocks	Random House, World-Fantasy-Award, Novel, Fantasy	fantasy
Terry Pratchett	Going Postal	science-fiction, Nebula-Award-for-Best-Novel-Finalist, HarperCollins, Novel	science-fiction
Terry Pratchett	Making Money	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Novel, Fiction, Harper, science-fiction	science-fiction
Terry Pratchett	Discworld (series)	BBC-100-Most-Inspiring-Novels, Life,-Death-Other-Worlds, Novel, Fiction, British	fiction
Terry Pratchett	Good Omens	Victor Gollancz, Workman Publishing Company, World-Fantasy-Award-finalist, Fantasy	fantasy
Geoff Ryman	Air	St. Martin's Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, St. Martin's Griffin, Novel, science-fiction	science-fiction
Geoff Ryman	Was	Alfred A. Knopf, HarperCollins, World-Fantasy-Award-finalist, Fantasy	fantasy
Geoff Ryman	The Unconquered Country	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Bantam Spectra, Novel	science-fiction
Geoff Ryman	The Child Garden	Unwin Hyman, Novel, science-fiction, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
John C. Wright	Orphans of Chaos	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
John C. Wright	The Golden Age	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Tor Books	science-fiction
Ellen Kushner	The Privilege of the Sword	Locus-Award-For-Best-Fantasy-Novel, Nebula-Award-for-Best-Novel-Finalist, Small Beer Press, Bantam Spectra, Novel, World-Fantasy-Award-finalist, Fantasy, Fiction, science-fiction	science-fiction
Ellen Kushner	Thomas the Rhymer	William Morrow and Company, World-Fantasy-Award, Novel, Fantasy	fantasy
Jeffrey Ford	The Girl in the Glass	science-fiction, Nebula-Award-for-Best-Novel-Finalist, HarperCollins, Novel	science-fiction
Jeffrey Ford	The Physiognomy	World-Fantasy-Award, Avon Publications, Novel, Fantasy	fantasy
Jeffrey Ford	The Portrait of Mrs. Charbuque	William Morrow and Company, World-Fantasy-Award-finalist, Fantasy	fantasy
Jeffrey Ford	The Shadow Year	William Morrow and Company, World-Fantasy-Award, Novel, Fantasy	fantasy
Richard Bowes	From the Files of the Time Rangers	Golden Gryphon Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Richard Bowes	Dust Devil on a Quiet Street	Lethe Press, World-Fantasy-Award-finalist, Fantasy	fantasy
Tobias S. Buckell	Ragamuffin	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Ian McDonald	Brasyl	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Nebula-Award-for-Best-Novel-Finalist, Pyr Books, Novel, Pyr, science-fiction	science-fiction
Ian McDonald	Chaga	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, Victor Gollancz Ltd	science-fiction
Ian McDonald	Luna: New Moon	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, Tor Books, Victor Gollancz Ltd, science-fiction	science-fiction
Ian McDonald	Time Was	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Tor.com, Novel, science-fiction	science-fiction
Ian McDonald	The Dervish House	science-fiction, Novel, Victor Gollancz Ltd, John-W.-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel	science-fiction
Ian McDonald	Tendeléo's Story	Theodore Sturgeon Award, Short-Story, science-fiction, PS Publishing	science-fiction
David J. Schwartz	Superpowers	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Three Rivers Press	science-fiction
Christopher Barzak	The Love We Share Without Knowing	Bantam Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Laura Anne Gilman	Flesh and Fire	Pocket Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Cherie Priest	Boneshaker	Locus-Award-For-Best-Science-Fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, science fiction, novel, Fiction, Tor Books, science-fiction, 2009	science-fiction
M. K. Hobson	The Native Star	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Bantam Spectra, Novel	science-fiction
Nnedi Okorafor	Who Fears Death	Nebula-Award-for-Best-Novel-Finalist, DAW Books, Novel, Fantasy, World-Fantasy-Award, science-fiction	science-fiction
Nnedi Okorafor	The Book of Phoenix	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, science-fiction, Novel, DAW Books	science-fiction
Kameron Hurley	God's War	Night Shade Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Kameron Hurley	The Stars Are Legion	Saga Press, John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Novel, science-fiction	science-fiction
Genevieve Valentine	Mechanique: a Tale of the Circus Tresaulti	Prime Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Saladin Ahmed	Throne of the Crescent Moon	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, DAW Books	science-fiction
Tina Connolly	Ironskin	science-fiction, Nebula-Award-for-Best-Novel-Finalist, Novel, Tor Books	science-fiction
Caitlín R. Kiernan	The Drowning Girl	Roc Books, Nebula-Award-for-Best-Novel-Finalist, Novel, World-Fantasy-Award-finalist, Fantasy, science-fiction	science-fiction
Caitlín R. Kiernan	The Red Tree	Roc Books, World-Fantasy-Award-finalist, Fantasy	fantasy
Charles E. Gannon	Fire with Fire	Baen Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Charles E. Gannon	Trial by Fire	Baen Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Charles E. Gannon	Raising Caine	Baen Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Charles E. Gannon	Marque of Caine	Baen Books, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
Linda Nagata	The Red: First Light	John-W-Campbell-Memorial-Award-for-Best-Science-Fiction-Novel-Finalist, Mythic Island Press, Nebula-Award-for-Best-Novel-Finalist, Novel, science-fiction	science-fiction
